Pond,Date,Week,Block,Rep,Dreisse,Macrophytes,Nutrients,TreatNR,Treatment,pH,TN,orthoP,TP,Nitrate,Temperature,O2,Turbidity,CHL,TED,CtoN,CtoP,c_Cyanobacteria,c_Golden_algae,c_Diatoms,c_Dinoflagellates,c_Cryptophytes,c_Green_algae,c_Achnthaceae,c_Aphanocapsa,c_Asterionella,c_Bicosoeca,c_Carteria,c_Chlamydomos,c_Chroococus,c_Coelastrum_1,c_Coelastrum_2,c_Coelastrum_3,c_Cosmarium_1,c_Cosmarium_2,c_Cryptomos,c_Cyclotella_1,c_Cyclotella_2,c_Diatoma,c_Elakatothrix,c_Erkenia,c_Gomphosphaeria,c_Gymnodinium,c_Haematococcaceae,c_Katablepharis,c_Kirchneriella,c_Lagerheimia_1,c_Lagerheimia_2,c_Leptothrix,c_Mallomos,c_Monoraphidium,c_Nephrocitium,c_Nitzschia,c_Oocystis_1,c_Oocystis_2,c_Pediastrum,c_Peridinium,c_Phacotus,c_Phormidium,c_Pseudoabae,c_Rayssiella,c_Rhodomos,c_Scenedesmus_1,c_Scenedesmus_2,c_Scenedesmus_3,c_Scenedesmus_4,c_Spiruli,c_Stephanodiscus_1,c_Stephanodiscus_2,c_Stephanodiscus_3,c_Synechococcales,c_Synedra_1,c_Synedra_2,c_Synedra_3,c_Tetraedron,c_Willea,c_Unknown_1,c_Unknown_2,c_Unknown_3,c_Unknown_4,c_Unknown_5,c_Unknown_6,c_Unknown_7,c_Unknown_8,c_Unknown_9,c_Unknown_10,c_Unkonwn_11,c_Unknown_12,c_Unknown_13,c_Keratella,c_Others,v_Cyanobacteria,v_Golden_algae,v_Diatoms,v_Dinoflagellates,v_Cryptophytes,v_Green_algae,v_Achnthaceae,v_Aphanocapsa,v_Asterionella,v_Bicosoeca,v_Carteria,v_Chlamydomos,v_Chroococus,v_Coelastrum_1,v_Coelastrum_2,v_Coelastrum_3,v_Cosmarium_1,v_Cosmarium_2,v_Cryptomos,v_Cyclotella_1,v_Cyclotella_2,v_Diatoma,v_Elakatothrix,v_Erkenia,v_Gomphosphaeria,v_Gymnodinium,v_Haematococcaceae,v_Katablepharis,v_Kirchneriella,v_Lagerheimia_1,v_Lagerheimia_2,v_Leptothrix,v_Mallomos,v_Monoraphidium,v_Nephrocitium,v_Nitzschia,v_Oocystis_1,v_Oocystis_2,v_Pediastrum,v_Peridinium,v_Phacotus,v_Phormidium,v_Pseudoabae,v_Rayssiella,v_Rhodomos,v_Scenedesmus_1,v_Scenedesmus_2,v_Scenedesmus_3,v_Scenedesmus_4,v_Spiruli,v_Stephanodiscus_1,v_Stephanodiscus_2,v_Stephanodiscus_3,v_Synechococcales,v_Synedra_1,v_Synedra_2,v_Synedra_3,v_Tetraedron,v_Willea,v_Unknown_1,v_Unknown_2,v_Unknown_3,v_Unknown_4,v_Unknown_5,v_Unknown_6,v_Unknown_7,v_Unknown_8,v_Unknown_9,v_Unknown_10,v_Unkonwn_11,v_Unknown_12,v_Unknown_13,Daphnia_adult,Copepod_adult
1C,8/29/2016,8,1,2,0,0,1,4,C,9.19,0.25,8.2,28.33,0.125,25.1,151.8,2.2,22.03484321,0.063449284,,,213210,0,575,1782.5,287.5,2587.5,0,0,0,0,0,0,0,0,115,0,0,0,287.5,287.5,172.5,0,0,0,0,0,0,0,0,1955,115,0,0,0,0,0,0,0,0,1667.5,0,0,0,0,0,0,0,57.5,0,0,0,0,0,208955,0,0,0,0,0,0,4255,0,0,115,115,0,0,0,345,0,0,0,0,0,3456553.405,0,395853.671,8762852.599,277465.4632,1235584.537,0,0,0,0,0,0,0,0,328272.4724,0,0,0,277465.4632,233880.2633,13595.8077,0,0,0,0,0,0,0,0,704392.3225,173138.449,0,0,0,0,0,0,0,0,8693794.53,0,0,0,0,0,0,0,6659.171117,0,0,0,0,0,3361031.644,0,0,0,0,0,0,95521.76086,0,0,148377.6,69058.07086,0,0,0,23122.12193,0,0,0,,
1D,8/29/2016,8,1,1,0,0,0,5,O,8.28,0.25,0.5,6.5,0.125,25,96,0.7,2.094993582,0.198020321,,,1552.5,0,977.5,115,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,115,0,0,0,172.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1552.5,0,0,920,0,0,0,115,0,0,0,0,0,0,34852.53437,0,1233796.853,142062.3172,0,87827.45333,0,0,0,0,0,0,0,0,0,0,0,0,0,46776.05267,0,0,0,0,0,142062.3172,0,0,0,62152.26376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13873.27316,0,0,0,0,0,0,0,0,0,0,0,0,0,34852.53437,0,0,1187020.8,0,0,0,11801.9164,0,0,0,0,,
2A,8/29/2016,8,2,1,1,1,1,3,MD,8.89,0.25,1.3,22.4,0.125,25.1,137.7,1.9,18.86585366,0.072751134,,,139437.5,0,575,1265,0,1380,0,0,0,0,0,115,115,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,1035,172.5,0,0,0,0,0,0,0,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,139322.5,0,0,0,0,0,0,0,0,0,517.5,460,0,0,57.5,0,0,0,0,0,0,2247655.229,0,672231.1361,4473236.538,0,664172.3547,0,0,0,0,0,25650.14059,6659.171117,0,0,0,0,0,0,0,4531.935898,0,0,0,0,0,0,0,0,372913.5825,259707.6735,0,0,0,0,0,0,0,0,4197004.255,0,0,0,0,0,0,0,0,0,0,0,0,0,2240996.058,0,0,0,0,0,0,0,0,0,667699.2,276232.2833,0,0,5900.9582,0,0,0,0,,
2B,8/29/2016,8,2,3,0,0,1,4,C,8.68,0.25,0.5,24,0.286,25.5,127,1,10.40731707,0.409371622,,,7072.5,0,8855,402.5,0,8050,0,0,0,0,0,0,0,0,0,0,0,0,0,2472.5,5750,0,0,0,0,0,0,0,0,920,230,0,0,0,0,57.5,0,0,0,287.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5922.5,0,0,0,0,0,0,1150,0,0,575,115,0,6900,0,0,0,0,0,0,0,121079.8345,0,3259208.335,1567988.162,0,3929304.035,0,0,0,0,0,0,0,0,0,0,0,0,0,2011370.265,453193.5898,0,0,0,0,0,0,0,0,331478.74,346276.898,0,0,0,0,52756.48,0,0,0,1498930.091,0,0,0,0,0,0,0,0,0,0,0,0,0,95263.14237,0,0,0,0,0,0,25816.69213,0,0,741888,69058.07086,0,3251548.396,0,0,0,0,0,,
2C,8/29/2016,8,2,2,1,1,1,3,MD,8.96,0.25,0.5,30.2,0.125,25,144.7,2.1,15.5902439,0.072513967,,,288190,0,460,1782.5,0,1092.5,172.5,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,0,690,172.5,0,0,0,0,0,0,0,0,1782.5,0,0,0,0,0,0,0,0,0,0,0,0,0,288190,0,0,0,0,0,0,0,0,0,230,0,0,0,230,0,0,0,0,0,0,4635523.004,0,581995.2528,9293366.562,0,531920.5613,238464,0,0,0,0,0,0,0,0,0,0,0,0,46776.05267,0,0,0,0,0,0,0,0,0,248609.055,259707.6735,0,0,0,0,0,0,0,0,9293366.562,0,0,0,0,0,0,0,0,0,0,0,0,0,4635523.004,0,0,0,0,0,0,0,0,0,296755.2,0,0,0,23603.83281,0,0,0,0,,
2D,8/29/2016,8,2,1,0,1,1,1,M,8.97,0.25,0.5,25.4,0.125,24.9,144.5,1.6,17.20731707,0.417756403,,,747.5,0,747.5,1207.5,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,1782.5,115,0,0,0,0,57.5,0,0,0,1092.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.5,345,0,0,460,115,0,0,402.5,0,0,0,0,0,0,13435.21733,0,833371.0905,5764992.418,0,856685.2153,0,0,0,0,0,0,0,0,0,0,0,0,0,187104.2106,0,0,0,0,0,0,0,0,0,642240.059,173138.449,0,0,0,0,52756.48,0,0,0,5695934.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5690.209694,7745.007638,0,0,593510.4,69058.07086,0,0,41306.70741,0,0,0,0,,
3A,8/29/2016,8,3,4,0,0,1,4,C,8.31,0.25,0.5,4.7,0.125,25.2,131,2.4,14.25304878,0.088944413,,,235750,0,230,345,0,2012.5,0,0,0,0,0,0,0,0,460,632.5,0,0,0,0,57.5,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,235750,0,0,0,0,0,0,0,0,0,172.5,287.5,0,0,172.5,402.5,0,0,0,0,0,3792027.996,0,227098.3359,472431.1953,0,1605683.964,0,0,0,0,0,0,0,0,1313089.89,123610.8639,0,0,0,0,4531.935898,0,0,0,0,0,0,0,0,124304.5275,0,0,0,0,0,0,0,0,0,299786.0182,0,0,0,0,0,0,0,0,0,0,0,0,0,3792027.996,0,0,0,0,0,0,0,0,0,222566.4,172645.1771,0,0,17702.87461,26975.80892,0,0,0,,
3B,8/29/2016,8,3,2,0,0,0,5,O,8.63,0.696,0.5,22.3,0.481,24.9,110,0.4,1.7,0.298711133,,,3105,0,345,0,0,977.5,0,0,0,0,0,0,230,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,632.5,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,0,0,0,0,0,0,2185,0,0,230,0,0,230,0,0,0,0,0,0,0,73468.67581,0,390307.3053,0,0,509415.0293,0,0,0,0,0,0,13318.34223,0,0,0,0,0,0,93552.10532,0,0,0,0,0,0,0,0,0,227891.6338,173138.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11098.61852,0,0,0,0,0,0,49051.71504,0,0,296755.2,0,0,108384.9465,0,0,0,0,0,,
3C,8/29/2016,8,3,3,0,0,0,5,O,8.4,0.25,0.5,7.9,0.125,25.1,114,1,5.307317073,0.205923998,,,2070,0,862.5,517.5,0,1380,57.5,0,0,0,0,0,0,0,0,0,0,0,0,517.5,0,0,0,0,0,0,0,0,0,862.5,172.5,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,1955,0,0,287.5,287.5,0,0,0,345,0,0,0,0,0,45738.14637,0,871416.4738,1371789.25,0,593591.1145,79488,0,0,0,0,0,0,0,0,0,0,0,0,420984.474,0,0,0,0,0,0,0,0,0,310761.3188,259707.6735,0,0,0,0,0,0,0,0,1199144.073,0,0,0,0,0,0,0,0,0,0,0,0,0,1849.769754,0,0,0,0,0,0,43888.37662,0,0,370944,172645.1771,0,0,0,23122.12193,0,0,0,,
3D,8/29/2016,8,3,2,0,1,1,1,M,8.74,0.25,1.2,16.9,0.125,25.4,123.3,0.9,4.975609756,0.307979152,,,747.5,0,402.5,57.5,2357.5,1207.5,0,0,0,0,0,0,0,0,0,0,0,0,2357.5,345,0,0,0,0,0,0,0,0,0,115,57.5,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,690,57.5,0,57.5,0,0,0,920,0,0,0,0,0,0,29320.38606,0,354845.116,299786.0182,2275216.798,231668.247,0,0,0,0,0,0,0,0,0,0,0,0,2275216.798,280656.316,0,0,0,0,0,0,0,0,0,41434.8425,86569.22453,0,0,0,0,0,0,0,0,299786.0182,0,0,0,0,0,0,9248.848774,0,0,0,0,0,0,0,0,0,0,0,0,0,15490.01528,13830.37078,0,74188.8,0,0,0,94415.3312,0,0,0,0,,
4A,8/29/2016,8,4,2,1,0,1,2,D,8.63,0.25,0.5,17.1,0.25,24.5,124.3,1.4,9.909756098,0.164375925,,,35362.5,0,575,230,115,3450,0,115,0,0,0,0,115,0,115,402.5,0,0,115,115,0,0,0,0,0,115,0,0,0,2012.5,460,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,172.5,0,0,0,0,0,35075,0,0,0,0,0,0,0,57.5,0,460,115,0,172.5,0,0,0,0,0,0,0,624131.0717,0,687062.5056,211120.388,110986.1852,2321537.294,0,39461.75476,0,0,0,0,6659.171117,0,328272.4724,78661.45883,0,0,110986.1852,93552.10532,0,0,0,0,0,142062.3172,0,0,0,725109.7438,692553.7958,0,0,0,0,0,0,0,395673.6,0,0,0,0,0,0,0,0,19977.51335,0,0,0,0,0,564179.7751,0,0,0,0,0,0,0,13830.37078,0,593510.4,69058.07086,0,81288.70991,0,0,0,0,0,,
4B,8/29/2016,8,4,3,1,1,1,3,MD,9,0.25,1.2,25.7,0.125,25.1,147,2.1,27.684803,0.259247054,,,9257.5,0,575,1207.5,115,8452.5,0,0,0,0,0,0,575,0,690,862.5,0,0,115,345,0,0,115,0,0,0,0,0,460,5405,460,0,0,0,0,0,0,0,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,5117.5,0,0,0,0,0,0,3565,0,0,230,402.5,0,460,0,0,0,0,0,0,0,195642.3553,0,577411.5161,4438707.503,110986.1852,5032499.009,0,0,0,0,0,0,33295.85558,0,1969634.834,168560.2689,0,0,110986.1852,280656.316,0,0,20771.37287,0,0,0,0,0,16771.24577,1947437.598,692553.7958,0,0,0,0,0,0,0,0,4197004.255,0,0,0,0,0,0,0,0,0,0,0,0,0,82314.75405,0,0,0,0,0,0,80031.74559,0,0,296755.2,241703.2479,0,216769.8931,0,0,0,0,0,,
4C,8/29/2016,8,4,3,1,0,1,2,D,8.63,0.25,1.5,18.9,0.125,24.8,130.3,1.3,10.98780488,0.141888316,,,6727.5,0,345,115,920,2415,0,57.5,0,0,0,57.5,0,0,977.5,0,0,0,920,0,57.5,0,0,0,0,0,0,0,0,632.5,747.5,0,0,0,0,172.5,0,0,0,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,6555,0,0,0,0,0,0,0,115,0,115,57.5,0,0,0,0,0,0,0,0,0,152828.495,0,311178.9759,334315.0536,887889.4821,4156432.638,0,19730.87738,0,0,0,12825.0703,0,0,2790316.015,0,0,0,887889.4821,0,4531.935898,0,0,0,0,0,0,0,0,227891.6338,1125399.919,0,0,0,0,158269.44,0,0,0,299786.0182,0,0,0,0,0,0,0,0,0,0,0,0,0,105436.876,0,0,0,0,0,0,0,27660.74157,0,148377.6,34529.03542,0,0,0,0,0,0,0,,
4D,8/29/2016,8,4,4,1,1,1,3,MD,8.88,0.25,1.2,20.6,0.254,24.9,152.6,1.4,16.72357724,0.212761687,,,17710,0,1380,1207.5,0,4657.5,172.5,0,0,0,0,0,0,0,805,460,0,0,0,977.5,0,0,0,0,0,0,0,0,0,2127.5,460,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,115,0,0,0,0,0,11442.5,0,0,0,0,0,0,6095,172.5,0,230,747.5,0,460,230,0,0,0,0,0,0,362371.6712,0,1330412.095,2847165.606,0,4100596.567,238464,0,0,0,0,0,0,0,2297907.307,89898.81005,0,0,0,795192.8955,0,0,0,0,0,0,0,0,0,766544.5865,692553.7958,0,0,0,0,0,0,0,0,2398288.145,0,0,0,0,0,0,0,13318.34223,0,0,0,0,0,184052.0906,0,0,0,0,0,0,136828.4683,41491.11235,0,296755.2,448877.4604,0,216769.8931,23603.83281,0,0,0,0,,
5A,8/29/2016,8,5,3,0,1,1,1,M,8.61,0.25,1.6,21.3,0.125,24.9,119.7,1.1,10.53170732,0.530799422,,,5290,0,2357.5,460,1092.5,2587.5,0,0,0,0,0,115,460,0,57.5,115,0,0,1092.5,632.5,690,0,1840,0,0,0,0,0,115,57.5,57.5,0,0,0,0,0,0,0,57.5,115,0,0,0,0,0,0,0,0,0,0,0,0,0,517.5,0,0,0,0,0,0,4312.5,0,0,1035,345,0,0,172.5,0,0,0,0,0,0,131773.2439,0,1904318.21,806746.2491,1054368.76,871622.1772,0,0,0,0,0,25650.14059,26636.68446,0,164136.2362,22474.70252,0,0,1054368.76,514536.5793,54383.23078,0,332341.9659,0,0,0,0,0,4192.811443,20717.42125,86569.22453,0,0,0,0,0,0,0,197836.8,599572.0362,0,0,0,0,0,0,0,0,0,0,0,0,0,8323.963896,0,0,0,0,0,0,96812.5955,0,0,1335398.4,207174.2125,0,0,17702.87461,0,0,0,0,,
5B,8/29/2016,8,5,4,0,1,1,1,M,8.84,0.25,1.2,27.7,0.125,24.9,155.3,1.5,31.51219512,0.225671886,,,6727.5,1380,2415,2645,230,10465,0,0,0,0,0,0,575,0,0,460,115,0,230,460,0,0,0,1380,0,0,0,0,115,345,287.5,0,0,0,115,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,2242.5,0,0,0,0,0,0,3910,0,0,1955,2645,0,0,8107.5,805,0,0,0,0,0,157143.119,90638.71798,2896627.621,1588335.629,221972.3705,1716484.017,0,0,0,0,0,0,33295.85558,0,0,89898.81005,123317.9836,0,221972.3705,374208.4213,0,0,0,90638.71798,0,0,0,0,4192.811443,124304.5275,432846.1225,0,0,0,42618.69514,0,0,0,0,0,0,0,0,0,0,13318.34223,0,0,0,0,0,0,0,36070.51021,0,0,0,0,0,0,87776.75323,0,0,2522419.2,1588335.629,0,0,832035.1062,53951.61784,0,0,0,,
5C,8/29/2016,8,5,4,1,0,1,2,D,8.62,0.25,0.5,23.4,0.125,24.7,137.4,1.5,21.10487805,0.088915028,,,23287.5,0,575,1955,0,9832.5,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,57.5,0,0,0,1437.5,517.5,0,0,0,0,0,0,0,0,862.5,0,0,0,0,0,0,0,0,0,0,0,0,0,21792.5,0,0,0,0,0,0,1495,0,0,230,1035,0,0,7877.5,0,0,0,0,0,0,384093.0683,0,577411.5161,5189344.069,0,2105489.825,0,0,0,0,0,0,0,0,0,0,0,0,0,280656.316,0,0,0,0,0,71031.15858,0,0,0,517935.5312,779123.0209,0,0,0,0,0,0,0,0,4496790.273,0,0,0,0,0,0,0,0,0,0,0,0,0,350531.3684,0,0,0,0,0,0,33561.69977,0,0,296755.2,621522.6376,0,0,808431.2734,0,0,0,0,,
5D,8/29/2016,8,5,4,0,0,0,5,O,8.64,0.25,0.5,14.2,0.125,25,101.2,1.2,7.33902439,0.198088099,,,805,0,632.5,920,575,3047.5,0,0,0,0,0,0,0,0,0,0,172.5,0,230,287.5,0,0,0,0,0,115,0,345,0,747.5,172.5,0,0,0,0,0,0,0,0,172.5,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,805,0,0,345,632.5,0,1610,0,0,0,0,0,0,0,18071.68449,0,679013.0633,1421239.761,292309.8655,1512660.778,0,0,0,0,0,0,0,0,0,0,184976.9754,0,221972.3705,233880.2633,0,0,0,0,0,142062.3172,0,70337.49491,0,269326.4762,259707.6735,0,0,0,0,0,0,0,0,899358.0549,0,0,0,0,0,0,0,39955.0267,0,0,0,0,0,0,0,0,0,0,0,0,18071.68449,0,0,445132.8,379819.3896,0,758694.6261,0,0,0,0,0,,
1A,9/5/2016,9,1,1,1,0,1,2,D,8.79,0.25,0.5,13.5,0.125,20.7,110.2,1.4,12.54355401,0.108025002,6.794291907,238.4835557,10005,0,230,747.5,0,9372.5,57.5,0,0,0,0,0,0,0,0,0,0,0,0,172.5,0,0,0,0,0,0,0,0,0,7820,977.5,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,230,0,0,0,0,0,7590,0,0,0,0,0,0,2415,0,0,0,287.5,0,0,0,345,0,0,0,0,0,176299.8573,0,219816.158,2570933.323,0,4339004.913,79488,0,0,0,0,0,0,0,0,0,0,0,0,140328.158,0,0,0,0,0,0,0,0,0,2817569.29,1471676.817,0,0,0,0,0,0,0,0,2398288.145,0,0,0,0,0,0,0,26636.68446,0,0,0,0,0,122084.8038,0,0,0,0,0,0,54215.05347,0,0,0,172645.1771,0,0,0,23122.12193,0,0,0,0,9
1B,9/5/2016,9,1,1,0,0,1,4,C,9.37,0.25,1,25.4,0.125,20.8,133.5,4.3,28.48780488,0.108724647,12.70063105,336.6802179,165025,0,402.5,1782.5,0,5865,0,0,0,0,0,0,0,0,2760,0,0,0,0,402.5,0,0,0,0,0,345,0,0,0,2300,230,0,0,0,0,0,0,0,0,1207.5,0,115,0,0,0,0,0,0,0,0,0,0,0,163875,0,0,0,0,0,0,1035,0,0,0,230,0,0,0,575,0,0,0,0,0,2694996.212,0,327432.3687,6859809.478,0,9092049.954,0,0,0,0,0,0,0,0,7878539.336,0,0,0,0,327432.3687,0,0,0,0,0,426186.9514,0,0,0,828696.85,346276.898,0,0,0,0,0,0,0,0,6295506.381,0,35839.28899,0,0,0,0,0,0,0,0,0,0,0,2635921.9,0,0,0,0,0,0,23235.02292,0,0,0,138116.1417,0,0,0,38536.86989,0,0,0,0,0
1C,9/5/2016,9,1,2,0,0,1,4,C,9.11,0.25,1,17.2,0.125,20.6,105.8,1.9,9.923344948,0.24920647,12.99208919,388.0107737,45310,0,402.5,575,0,1322.5,230,0,0,0,0,0,920,0,0,0,0,0,0,172.5,0,0,0,0,0,0,0,0,0,862.5,460,0,0,0,0,0,0,0,0,575,0,0,0,0,0,0,0,0,0,0,0,0,0,37087.5,0,0,0,0,0,0,7302.5,0,0,0,0,0,0,0,0,0,0,0,0,0,813760.1095,0,458280.158,2997860.182,0,1003315.115,317952,0,0,0,0,0,53273.36893,0,0,0,0,0,0,140328.158,0,0,0,0,0,0,0,0,0,310761.3188,692553.7958,0,0,0,0,0,0,0,0,2997860.182,0,0,0,0,0,0,0,0,0,0,0,0,0,596550.7459,0,0,0,0,0,0,163935.995,0,0,0,0,0,0,0,0,0,0,0,0,2
1D,9/5/2016,9,1,1,0,0,0,5,O,8.33,0.25,0.5,6.8,0.125,20.9,94.4,0.8,3.356097561,0.352100752,18.79016336,684.3437328,402.5,0,402.5,57.5,230,1725,0,0,0,0,0,0,0,0,0,0,0,0,230,115,0,0,0,0,0,57.5,0,0,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.5,0,0,0,0,0,0,0,0,0,287.5,0,0,115,805,0,0,0,0,0,0,6474.19414,0,464496.1053,71031.15858,221972.3705,426849.7856,0,0,0,0,0,0,0,0,0,0,0,0,221972.3705,93552.10532,0,0,0,0,0,71031.15858,0,0,0,290043.8975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6474.19414,0,0,0,0,0,0,0,0,0,370944,0,0,54192.47328,82613.4148,0,0,0,0,3,6
2A,9/5/2016,9,2,1,1,1,1,3,MD,9.06,0.25,0.5,13.2,0.125,20.7,117.2,1.8,10.29268293,0.046047997,13.7765891,475.1707144,76417.5,0,575,1265,0,1897.5,517.5,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,230,0,0,0,862.5,517.5,0,0,0,0,0,0,0,0,747.5,0,287.5,0,0,0,0,0,0,0,0,0,0,0,74462.5,0,0,0,0,0,0,1667.5,0,0,0,287.5,0,0,517.5,0,0,0,0,0,0,1324758.342,0,719923.9361,4353988.048,0,1142992.963,715392,0,0,0,0,0,0,0,0,0,0,0,0,0,4531.935898,0,0,0,0,284124.6343,0,0,0,310761.3188,779123.0209,0,0,0,0,0,0,0,0,3897218.236,0,89598.22247,0,0,0,0,0,0,0,0,0,0,0,1197725.916,0,0,0,0,0,0,37434.20359,0,0,0,172645.1771,0,0,53108.62381,0,0,0,0,0,2
2B,9/5/2016,9,2,3,0,0,1,4,C,9.16,0.25,0.5,15.3,0.125,20.8,133.9,1.8,19.5902439,0.217610081,10.59082912,374.6056937,41745,0,3392.5,517.5,0,7302.5,0,0,0,0,0,57.5,1035,0,0,0,0,0,0,1035,2357.5,0,0,0,0,0,0,0,0,5577.5,1150,0,0,0,0,0,0,0,0,402.5,0,0,0,0,0,0,0,0,0,0,0,0,0,40135,0,0,0,0,0,0,575,0,0,0,115,0,0,517.5,0,0,0,0,0,0,718410.5304,0,1027778.32,2167560.198,0,3806908.045,0,0,0,0,0,12825.0703,59932.54003,0,0,0,0,0,0,841968.9482,185809.3718,0,0,0,0,0,0,0,0,2009589.861,1731384.49,0,0,0,0,0,0,0,0,2098502.127,0,0,0,0,0,0,0,0,0,0,0,0,0,645569.6442,0,0,0,0,0,0,12908.34606,0,0,0,69058.07086,0,0,53108.62381,0,0,0,0,0,6
2C,9/5/2016,9,2,2,1,1,1,3,MD,9.17,0.25,0.5,17.4,0.125,21,125.4,2.3,10.48780488,0.022386398,17.26598226,465.6050262,138575,0,172.5,460,0,3852.5,172.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3565,172.5,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,138575,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,2228972.554,0,238464,2398288.145,0,1555989.707,238464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1284480.117,259707.6735,0,0,0,0,0,0,0,0,2398288.145,0,0,0,0,0,0,0,0,0,0,0,0,0,2228972.554,0,0,0,0,0,0,0,0,0,0,0,0,0,11801.9164,0,0,0,0,0,0
2D,9/5/2016,9,2,1,0,1,1,1,M,9.21,0.25,0.5,16.7,0.125,21.1,130.6,1.4,16.06504065,0.250221146,13.14101432,353.2951891,1897.5,0,57.5,805,0,6727.5,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,0,5002.5,172.5,0,0,0,0,0,0,0,0,747.5,0,0,0,0,0,0,0,0,0,0,0,0,0,287.5,0,0,0,0,0,0,1380,230,0,0,57.5,0,0,1552.5,0,0,0,0,0,0,90925.93807,0,46776.05267,3931747.272,0,2221449.194,0,0,0,0,0,0,0,0,0,0,0,0,0,46776.05267,0,0,0,0,0,0,0,0,0,1802415.649,259707.6735,0,0,0,0,0,0,0,0,3897218.236,0,0,0,0,0,0,0,0,0,0,0,0,0,4624.424386,0,0,0,0,0,0,30980.03056,55321.48314,0,0,34529.03542,0,0,159325.8714,0,0,0,0,0,0
3A,9/5/2016,9,3,4,0,0,1,4,C,8.81,0.25,0.5,11.6,0.125,20.6,127.1,2.6,26.60162602,0.153188869,11.35119164,481.5590554,2185,0,115,1667.5,0,747.5,0,0,0,0,0,0,0,0,115,0,345,0,0,115,0,0,0,0,0,0,0,0,0,287.5,0,0,0,0,0,0,0,0,0,747.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1207.5,0,0,0,0,0,632.5,345,0,0,0,920,0,0,0,0,0,0,0,0,0,36109.34815,0,93552.10532,4449682.803,0,801813.5294,0,0,0,0,0,0,0,0,328272.4724,0,369953.9509,0,0,93552.10532,0,0,0,0,0,0,0,0,0,103587.1062,0,0,0,0,0,0,0,0,0,3897218.236,0,0,0,0,0,0,0,0,0,0,0,0,0,19422.58242,0,0,0,0,0,8941.758093,7745.007638,0,0,0,552464.5667,0,0,0,0,0,0,0,0,0
